ID,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,DAY_7,DAY_8,DAY_9,DAY_10,DAY_11,DAY_12,DAY_13,DAY_14,DAY_15,DAY_16,DAY_17,DAY_18,DAY_19,DAY_20,DAY_21,DAY_22,DAY_23,DAY_24,DAY_25,DAY_26,DAY_27,DAY_28,DAY_29,DAY_30,DAY_31
Etc_21,A,A,P,P,P,P,A,P,A,A,P,P,P,P,P,P,P,P,P,P,A,P,P,A,P,P,P,P,P,A,A
Etc_22,A,P,A,A,A,P,A,A,P,P,P,P,P,P,P,P,A,P,P,P,P,A,A,P,P,P,P,A,P,P,P
Etc_23,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,A,P,P,A,P,P,P,P,A,A,A,A,P,A,A
Etc_24,P,P,P,A,P,P,A,P,P,P,P,P,A,A,P,A,P,A,P,A,P,P,P,A,P,A,P,P,P,P,P
Etc_25,P,P,A,A,P,A,P,A,A,P,P,A,A,P,A,P,P,P,P,P,P,P,P,P,A,A,P,P,A,A,A
Etc_26,P,A,P,P,P,P,P,P,P,P,P,P,P,P,A,A,P,A,P,P,P,P,P,P,A,P,A,A,A,P,P
Etc_27,A,P,P,A,A,A,A,P,A,P,P,A,P,P,A,P,P,P,P,A,P,A,A,P,A,P,P,A,P,P,P
Etc_28,P,P,P,P,P,P,P,P,P,A,P,A,P,P,A,P,P,P,A,P,P,P,P,P,P,P,P,A,P,A,P
Etc_29,A,P,A,A,P,A,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,A,P,P,P,P,P
Etc_30,P,P,A,P,P,P,P,P,P,P,P,P,A,A,P,P,P,A,P,A,A,P,P,P,A,A,P,A,A,P,P
Etc_31,P,P,A,A,A,A,A,P,P,P,A,A,P,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P
Etc_32,P,A,P,P,A,P,P,P,A,A,P,P,P,A,A,A,P,P,P,A,P,P,A,P,P,A,A,A,P,P,P
Etc_33,P,P,A,P,A,P,P,P,P,P,P,A,A,A,A,A,A,P,A,P,P,P,P,P,A,A,A,P,P,P,P
Etc_34,P,P,P,P,A,P,A,P,P,P,P,A,A,P,P,P,A,A,P,A,P,P,P,P,P,P,P,P,P,P,P
Etc_35,P,P,A,P,P,P,P,P,P,P,P,A,A,P,A,A,P,P,P,P,P,A,P,P,P,A,P,A,P,P,P
Etc_36,P,P,A,P,A,A,P,A,P,P,A,P,P,A,A,P,P,P,A,P,P,A,P,P,A,A,P,A,P,P,A
Etc_37,A,P,P,P,P,P,A,A,A,P,P,P,P,P,P,P,A,A,P,P,A,P,P,P,P,P,P,P,P,P,P
Etc_38,P,P,P,P,P,A,A,A,P,P,P,P,P,A,P,P,P,A,P,A,P,P,P,P,A,A,P,A,P,P,A
Etc_39,P,A,P,P,P,P,P,A,P,P,P,A,P,P,P,A,P,A,A,P,P,A,P,P,P,P,P,P,P,P,P
Etc_40,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,A,P,P,A,P,P,A,P,P,P,P,A
Etc_41,P,A,P,A,A,P,P,A,P,A,A,P,P,P,A,P,A,P,P,P,P,A,P,P,P,P,A,P,P,P,A
Etc_42,A,P,P,P,A,P,P,P,A,P,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,A,P,P,A,P
Etc_43,P,A,A,P,P,A,A,P,A,P,P,A,A,A,P,P,P,P,P,A,P,P,A,P,P,P,P,P,P,P,P
Etc_44,P,P,A,P,A,A,P,P,A,P,P,P,P,P,P,P,P,P,A,P,P,A,P,P,P,A,P,P,P,P,P
Etc_45,A,P,P,P,A,P,P,A,P,P,P,P,A,P,P,P,P,P,P,P,A,A,A,P,P,P,P,A,P,P,P
Etc_46,P,P,P,A,P,P,A,P,A,A,P,P,P,P,A,P,A,P,A,P,P,P,P,A,P,P,P,P,P,P,P
Etc_47,A,P,P,P,P,A,P,A,P,P,P,P,P,P,P,A,A,A,P,P,P,P,P,P,P,P,A,P,P,P,A
Etc_48,A,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,A,A,P,P,A,P,A,P,A,P,P,P,A,P
Etc_49,P,A,A,P,P,P,A,P,P,A,A,P,P,P,A,P,P,A,A,P,P,A,P,P,P,A,A,P,A,P,P
Etc_50,P,P,P,A,P,P,P,P,P,P,P,P,P,A,P,A,P,P,A,P,P,P,P,A,P,P,P,P,P,P,P
Etc_51,A,A,A,P,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,A,A,P,A,P,P,A,A,P,P,P
Etc_52,A,A,P,A,P,P,P,P,P,P,A,A,P,P,A,P,P,A,P,P,P,A,P,A,A,P,A,P,A,P,P
Etc_53,P,P,P,P,A,P,P,P,A,A,A,A,A,A,P,A,A,A,A,P,P,P,P,A,P,P,P,A,P,P,A
Etc_54,P,P,P,P,A,P,P,P,P,A,P,A,P,P,P,A,P,A,P,P,P,A,P,A,A,P,A,A,P,P,P
Etc_55,P,P,P,A,P,A,P,P,P,P,A,P,A,P,A,P,P,A,P,P,P,A,P,P,A,P,P,P,A,P,P
Etc_56,A,P,P,A,A,P,A,P,A,P,P,P,P,A,A,A,P,P,A,P,A,A,P,A,P,P,P,P,P,P,P
Etc_57,P,P,P,A,P,P,P,P,P,A,A,A,P,A,P,A,P,P,P,P,P,P,P,P,P,P,P,P,A,A,P
Etc_58,P,P,P,P,P,A,P,P,A,P,P,P,P,A,P,A,A,P,P,P,P,A,A,A,P,P,A,A,A,P,A
Etc_59,P,P,A,P,P,A,A,A,A,P,P,P,P,A,P,P,P,P,A,A,P,P,A,A,P,P,A,A,A,P,P
Etc_60,P,P,P,A,P,P,P,A,P,P,P,P,A,A,P,P,P,P,A,P,A,A,A,P,P,A,P,P,P,A,P
Etc_61,A,P,A,P,P,P,P,A,P,P,P,P,P,A,P,A,A,P,A,A,A,P,P,P,P,P,P,P,P,P,P
Etc_62,P,A,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,A,P,P,P,A,A,A,A,P,P,A
Etc_63,P,A,A,P,A,P,P,P,P,A,P,P,A,P,P,P,A,P,P,P,P,A,A,P,P,P,P,A,P,A,P
Etc_64,A,P,P,P,P,A,P,A,A,A,A,P,P,P,P,P,A,A,A,A,P,A,A,P,P,A,P,A,P,A,P
Etc_65,A,P,P,A,P,P,P,P,A,P,P,P,P,A,A,P,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P
Etc_66,P,P,P,P,P,P,A,A,P,A,A,P,P,P,A,A,A,P,P,P,P,P,P,P,P,A,A,A,P,A,A
Etc_67,P,P,P,P,P,P,A,P,P,P,P,A,P,P,P,A,P,P,P,P,P,P,P,P,A,A,A,A,P,P,P
Etc_68,P,P,P,A,P,A,A,P,A,P,P,P,P,P,P,P,P,P,A,P,P,P,P,A,A,P,P,P,P,P,P
Etc_69,A,A,P,A,P,P,P,P,A,A,P,A,P,A,P,P,P,A,A,P,P,P,A,A,A,P,P,P,A,P,P
Etc_70,P,A,P,A,A,P,P,A,P,P,P,P,A,P,P,P,P,A,P,P,P,P,A,A,P,P,A,A,P,P,P
Etc_71,A,P,P,P,A,A,A,P,P,P,P,P,P,A,P,P,A,A,A,P,A,P,P,P,P,P,P,P,P,P,A
Etc_72,P,A,A,A,P,P,A,P,P,P,P,P,P,P,P,P,A,P,P,P,A,A,P,P,P,P,P,A,A,A,A
Etc_73,P,P,P,A,P,P,A,P,A,A,P,P,A,P,A,P,A,P,P,P,P,P,P,A,P,P,A,P,A,P,P
Etc_74,P,P,P,A,A,A,P,P,A,P,A,A,P,P,A,A,P,P,P,P,A,A,P,P,P,P,P,P,P,A,P
Etc_75,P,A,A,P,A,A,P,P,P,A,P,P,A,A,P,A,P,A,A,P,A,A,P,A,P,A,A,P,P,P,P
Etc_76,P,P,A,P,A,A,P,P,P,P,P,A,P,P,A,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P
Etc_77,P,P,P,A,A,P,A,P,P,A,A,P,P,P,P,A,P,A,P,A,P,P,P,A,P,P,P,P,P,P,P
Etc_78,P,P,P,P,P,A,P,A,A,P,P,P,P,P,A,P,P,A,P,A,P,P,A,A,A,P,P,A,P,P,A
Etc_79,A,P,A,A,P,A,A,P,P,P,A,P,A,A,A,A,P,P,A,A,P,A,P,P,A,P,A,P,A,A,P
Etc_80,P,P,P,P,P,A,P,A,P,P,A,P,A,A,P,A,P,A,A,P,A,A,P,P,P,A,P,P,P,P,P
Etc_81,A,P,P,A,A,P,P,P,A,P,P,P,P,A,P,P,P,A,A,P,P,P,P,P,A,P,P,A,P,P,A
Etc_82,A,P,P,P,A,P,A,P,P,P,P,P,A,P,P,P,P,P,P,A,P,A,P,P,A,P,P,P,P,P,P
Etc_83,P,A,P,A,P,P,P,A,P,P,P,A,P,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P,P,P,A
Etc_84,P,P,A,A,P,P,P,P,A,P,P,P,P,A,P,P,P,P,A,A,P,P,P,P,A,A,P,A,P,P,P
Etc_85,P,A,P,P,P,P,P,P,A,A,A,P,A,P,P,P,P,P,P,P,A,A,P,A,P,A,P,P,A,P,A
Etc_86,A,P,P,P,P,P,P,P,P,P,P,A,A,P,A,P,P,P,P,P,A,A,P,A,A,P,P,A,A,P,A
Etc_87,P,P,P,P,A,A,P,P,P,P,P,A,P,P,A,A,P,P,A,P,A,P,A,P,P,A,P,P,P,P,P
Etc_88,P,A,P,P,P,P,A,A,A,A,A,P,P,A,P,P,P,P,P,A,P,A,P,P,P,P,A,P,A,P,P
Etc_89,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,P,P,P,P,P,A,P,A,A,P,P,A,A,A,P
Etc_90,A,A,P,A,A,P,P,P,P,P,P,A,A,P,A,P,P,A,P,A,P,P,A,P,P,P,A,P,A,P,A
Etc_91,A,P,A,A,P,A,A,A,P,A,P,P,A,P,P,A,P,A,P,P,P,A,A,A,P,P,P,A,A,P,P
Etc_92,P,P,P,A,P,P,P,A,P,P,A,P,P,P,P,P,A,P,P,A,P,P,A,P,P,A,P,P,P,A,P
Etc_93,A,P,P,P,P,A,P,P,P,P,P,A,A,P,P,A,A,P,P,A,P,P,P,P,P,P,A,P,A,P,A
Etc_94,A,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,A,P,P,P,P,P,A,P,P,P,P,P,P,P
Etc_95,P,A,A,A,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P
Etc_96,P,P,A,A,P,P,A,P,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,A
Etc_97,A,P,P,A,A,P,P,A,A,A,P,P,P,P,P,P,P,P,P,A,A,P,A,P,P,P,P,P,P,P,A
Etc_98,P,P,P,P,A,A,P,P,P,A,P,A,A,P,P,A,P,P,P,P,P,A,P,P,A,P,P,P,P,A,P
Etc_99,A,P,P,P,P,P,P,A,P,P,P,A,P,P,P,A,P,P,P,P,A,P,A,P,P,P,A,A,A,P,A
Etc_100,P,P,P,P,P,A,P,A,P,A,P,P,P,P,P,P,P,P,P,A,A,P,A,A,P,P,P,A,P,P,A
Etc_101,P,A,A,A,A,A,P,P,P,P,P,A,A,A,P,P,P,P,P,P,A,A,P,P,P,A,P,P,A,P,P
Etc_102,A,A,P,P,P,P,P,P,P,P,A,A,P,A,P,P,P,P,A,A,A,P,P,A,A,P,A,P,P,P,P
Etc_103,A,A,P,A,P,A,P,P,A,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,A,A
Etc_104,P,P,P,P,P,P,P,A,A,A,A,A,P,P,A,P,P,P,P,A,A,P,A,P,P,P,P,P,P,P,A
Etc_105,P,P,P,P,A,P,P,A,P,A,P,A,A,A,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,A,A
Etc_106,P,P,P,P,P,A,P,P,A,P,P,P,P,P,P,P,P,P,P,A,P,P,A,P,A,A,A,A,A,A,P
Etc_107,A,P,P,A,P,A,A,A,P,P,A,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,A,A,P,P,A
Etc_108,P,A,P,P,P,P,A,A,P,P,P,P,P,A,P,P,A,P,P,P,P,A,P,A,P,P,P,P,P,A,P
Etc_109,A,P,P,P,A,P,A,P,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,P,A,A,P,P,P,A,P
Etc_110,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,A,P,P,A,P,A,A,P,P,P,P,A,P,A,A,P
Etc_111,P,A,P,A,A,A,P,P,P,P,A,P,A,P,A,A,P,P,P,A,A,P,A,A,P,P,P,A,A,P,P
Etc_112,P,P,P,A,A,P,A,P,A,A,A,P,P,P,A,P,P,A,P,P,P,A,P,P,P,A,P,P,P,A,P
Etc_113,P,A,A,A,P,A,A,P,A,P,P,A,A,P,A,P,P,P,P,P,P,P,A,P,P,A,P,P,P,A,P
Etc_114,P,P,P,A,P,P,P,P,P,P,P,P,A,P,P,A,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P
Etc_115,A,A,P,A,P,P,A,P,P,A,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P,P,A,A,A,P,P
Etc_116,P,A,P,P,A,A,A,P,P,P,P,P,A,P,A,P,A,A,A,P,P,P,P,P,P,P,P,A,A,P,A
Etc_117,P,P,P,A,P,A,P,P,A,P,P,A,P,P,A,P,P,P,P,A,P,P,P,P,A,P,P,P,A,P,P
Etc_118,A,A,P,P,P,A,A,P,P,P,P,A,A,A,P,P,P,P,P,A,P,A,A,A,P,P,P,P,P,A,P
Etc_119,A,A,P,P,P,P,P,P,P,P,A,A,P,P,P,P,A,P,P,P,P,A,A,A,P,P,P,P,P,P,A
Etc_120,P,P,P,P,A,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P,P,A,P,P,A,P,P,P,P,P
Civil_1,P,A,P,P,P,P,A,P,P,P,P,A,P,P,P,A,A,P,P,P,A,A,P,A,A,P,P,P,A,P,A
Civil_2,A,P,P,A,P,P,P,P,P,A,P,A,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,P
Civil_3,P,P,A,P,P,A,P,A,A,P,P,A,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P
Civil_4,P,P,P,P,A,P,A,P,A,P,P,A,P,A,P,A,P,P,P,P,P,P,P,A,P,A,A,A,P,P,A
Civil_5,P,A,A,A,A,A,A,A,P,A,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,A,P,A,A,P,A
Civil_6,P,A,A,A,P,A,P,A,P,A,P,P,P,P,A,P,P,A,A,P,P,P,P,P,P,A,P,P,P,A,A
Civil_7,A,P,A,P,P,A,A,P,P,P,P,P,P,A,P,A,P,A,A,A,P,A,P,P,P,P,A,P,P,A,P
Civil_8,A,P,P,P,P,P,A,P,A,A,P,A,A,P,P,P,A,A,P,A,A,P,P,P,P,P,P,P,A,P,P
Civil_9,A,P,P,P,P,P,P,P,A,A,A,P,P,P,A,A,P,P,P,A,P,P,P,P,P,A,A,A,A,P,P
Civil_10,P,P,P,P,P,P,P,A,A,A,P,P,A,A,A,P,P,P,A,A,P,P,A,P,P,P,P,P,P,P,P
Civil_11,P,A,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,A,P,A
Civil_12,P,P,P,P,P,A,A,P,P,P,P,A,A,P,A,P,P,A,P,P,P,A,P,P,P,P,A,A,A,P,A
Civil_13,P,A,A,P,P,A,P,P,P,A,P,P,A,A,A,P,A,A,A,A,A,A,P,P,A,P,A,P,P,P,P
Civil_14,A,P,A,P,P,P,A,A,P,A,A,P,A,A,P,P,P,P,P,A,P,P,A,P,P,P,A,P,P,A,P
Civil_15,A,P,P,A,P,P,P,P,A,A,A,P,P,P,A,P,P,A,A,P,P,P,P,A,P,P,A,P,P,P,P
Civil_16,P,P,A,P,A,P,A,A,P,A,P,P,P,P,A,A,P,P,P,P,A,P,A,P,P,P,P,P,P,P,P
Civil_17,A,A,P,P,P,A,P,A,A,A,P,P,P,P,P,P,P,P,A,P,A,A,P,P,P,A,P,P,P,A,P
Civil_18,A,P,P,P,P,P,P,A,A,P,A,P,A,P,P,A,A,P,P,P,P,A,P,A,P,A,P,A,P,P,A
Civil_19,P,P,P,P,A,P,P,A,P,A,P,A,P,A,P,A,P,A,P,P,P,A,A,P,P,P,A,P,P,A,P
Civil_20,P,P,P,P,P,P,A,A,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,P,P,A
Civil_21,P,P,P,P,P,P,P,A,A,A,A,A,A,A,P,A,P,A,A,A,P,P,P,P,P,A,P,P,P,P,P
Civil_22,A,P,P,A,P,A,P,P,P,A,P,P,P,P,A,P,P,A,P,P,A,P,P,P,P,P,A,P,P,P,A
Civil_23,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,A,P,P,A,P,P,P
Civil_24,P,P,A,P,P,A,P,A,P,P,P,P,P,A,P,P,P,A,P,A,A,A,P,P,A,P,P,P,P,A,P
Civil_25,P,A,P,P,P,A,A,P,P,A,P,P,P,P,A,P,P,P,A,P,P,A,P,P,P,A,A,P,P,A,A
Civil_26,P,A,P,A,P,P,A,P,A,P,A,P,P,A,P,P,P,P,A,P,P,P,P,P,P,P,P,A,A,P,A
Civil_27,A,P,P,A,P,A,A,P,A,A,P,P,A,P,A,A,P,P,A,A,P,A,A,P,P,P,P,A,A,A,P
Civil_28,P,P,P,A,P,P,P,A,P,P,P,P,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,P,A,A,A
Civil_29,P,A,A,P,A,P,A,A,P,A,P,P,P,A,A,P,P,P,A,A,P,P,P,P,P,A,P,A,A,P,P
Civil_30,P,A,P,P,P,A,A,P,P,P,P,P,A,P,A,P,P,P,P,A,P,P,A,P,P,P,P,P,P,P,P
Civil_31,P,A,P,A,P,P,P,A,P,P,P,A,A,P,P,A,P,A,P,P,P,A,A,P,A,P,P,P,A,P,P
Civil_32,P,P,P,P,A,P,A,P,A,P,P,P,A,P,P,P,P,P,P,A,P,P,P,A,A,P,P,P,A,P,P
Civil_33,P,P,P,P,A,A,A,P,A,P,P,P,P,P,P,P,A,A,A,A,A,A,P,A,P,P,P,P,P,P,A
Civil_34,P,P,A,P,P,A,P,A,P,A,P,P,P,A,P,A,A,P,P,P,A,P,A,P,P,A,P,P,P,P,P
Civil_35,P,P,A,P,A,P,P,A,P,P,P,P,A,P,A,A,P,A,P,P,A,P,A,P,P,P,A,A,A,P,P
Civil_36,P,A,P,P,A,A,P,P,A,P,A,P,P,A,A,P,P,P,P,A,A,P,P,P,A,P,P,P,P,A,A
Civil_37,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,A,A,A,P,P,A,P
Civil_38,P,P,P,P,A,A,P,P,A,P,P,A,P,A,P,A,P,P,P,P,P,P,P,A,P,A,P,P,P,P,P
Civil_39,P,A,P,P,A,P,P,P,P,A,P,A,P,A,A,P,P,P,A,P,A,P,P,P,P,A,P,P,P,A,P
Civil_40,P,P,P,P,A,P,P,P,A,P,P,A,P,A,P,P,P,A,P,P,P,P,A,P,A,P,P,P,A,P,P
Civil_41,A,A,P,P,A,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,P,P,A,A,P,A,P,P,A,P,A
Civil_42,P,A,A,A,P,A,P,A,P,P,P,P,P,A,P,A,P,A,P,A,P,P,P,P,P,A,A,P,P,P,P
Civil_43,A,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,A,P,P,P,A,P,P,A,P,P
Civil_44,P,P,P,P,P,P,P,P,P,P,A,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P
Civil_45,A,P,P,P,A,P,P,P,P,P,A,A,P,P,P,P,P,P,A,P,P,A,P,P,P,P,P,A,A,P,P
Civil_46,A,P,P,A,A,A,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,A,A,P,P,A,A,P
Civil_47,P,P,P,A,P,A,A,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P
Civil_48,P,P,A,P,P,A,P,P,P,A,P,P,A,P,A,P,P,P,P,P,P,P,P,A,P,A,P,A,A,P,P
Civil_49,P,A,P,P,A,A,P,P,P,P,P,P,P,P,P,P,A,A,A,A,A,P,A,P,P,P,P,A,P,P,P
Civil_50,P,P,P,A,A,P,P,A,P,P,P,P,P,P,A,P,P,A,P,P,P,P,A,A,P,P,A,P,P,A,P
Civil_51,P,A,P,P,A,P,P,A,A,P,A,P,A,P,P,P,P,P,P,A,P,P,A,A,P,P,P,P,P,P,P
Civil_52,P,P,A,P,A,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,P,P,P,A,A,A,P,A,P,P,A
Civil_53,P,P,P,A,P,P,A,P,A,A,P,P,P,P,P,P,P,P,P,P,A,A,P,A,A,P,P,P,P,A,P
Civil_54,P,P,A,P,P,A,P,P,P,A,A,P,P,A,P,P,P,A,P,P,P,P,P,P,P,A,A,P,A,A,P
Civil_55,A,A,P,P,P,P,P,P,A,A,P,P,P,P,P,A,P,A,P,A,P,P,P,P,P,P,P,P,P,P,A
Civil_56,A,A,A,P,A,P,A,A,A,P,P,P,P,P,P,A,A,P,P,A,A,A,A,A,P,P,P,P,P,P,P
Civil_57,A,P,A,A,P,P,P,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P
Civil_58,P,P,P,P,P,P,P,P,A,P,P,P,P,A,A,A,A,A,A,A,A,P,P,A,P,P,P,P,P,A,P
Civil_59,P,P,A,P,A,P,A,A,P,P,P,P,P,P,A,A,P,P,P,P,A,P,P,P,A,P,P,P,A,A,A
Civil_60,A,P,P,P,P,P,A,A,P,P,P,P,P,P,A,A,A,P,A,P,P,P,A,A,A,P,A,P,A,P,P
CS_1,P,P,P,P,P,A,P,P,A,P,P,P,A,A,P,P,P,P,P,A,P,A,P,P,P,A,A,A,A,A,A
CS_2,P,P,A,P,P,A,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P
CS_3,P,A,P,A,P,P,A,P,P,P,A,A,P,P,P,P,P,A,A,P,P,A,P,A,P,P,A,P,P,P,P
CS_4,P,P,A,P,P,A,A,P,A,P,P,P,A,P,P,A,P,P,P,A,A,P,P,A,P,P,P,P,P,P,A
CS_5,A,A,A,P,A,A,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,P,A
CS_6,P,P,P,P,P,A,A,P,A,A,P,P,P,P,P,A,A,P,P,P,P,A,P,P,P,P,A,P,A,A,P
CS_7,A,A,P,P,P,A,P,P,A,P,P,A,P,P,P,A,A,P,P,P,P,P,P,P,P,P,P,A,P,A,P
CS_8,A,A,A,P,P,P,P,A,P,P,A,A,A,P,P,A,P,A,P,P,P,P,P,A,P,P,P,P,A,P,P
CS_9,P,P,A,A,A,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,A,P,P,P,A,A,P,P,P,P,A
CS_10,A,P,P,P,P,P,P,P,A,P,P,A,P,P,A,A,P,P,P,P,A,P,P,P,A,A,P,P,P,P,P
CS_11,P,A,P,P,A,A,P,A,P,P,P,P,A,P,P,A,P,P,A,A,A,A,A,P,P,P,A,P,P,P,A
CS_12,A,P,P,P,P,P,P,P,P,P,P,A,P,P,A,A,A,A,A,A,P,P,A,P,P,P,A,P,P,P,P
CS_13,P,P,P,A,P,A,A,P,P,A,P,A,P,P,P,P,A,P,P,P,P,P,A,P,A,P,P,P,A,P,P
CS_14,P,P,P,P,P,A,P,P,A,P,P,A,A,A,A,A,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P
CS_15,A,P,P,P,A,P,P,P,A,P,A,A,P,P,A,P,P,P,A,P,P,A,P,A,P,A,A,A,P,P,P
CS_16,A,A,P,A,P,P,P,P,P,A,P,P,P,P,P,A,A,P,P,P,P,A,P,A,P,A,P,A,P,P,A
CS_17,P,P,P,P,P,P,A,P,A,P,P,A,P,P,A,P,A,P,A,P,P,P,A,P,P,P,A,P,A,P,P
CS_18,P,P,P,P,A,A,P,P,P,P,P,A,P,P,A,A,P,P,P,A,P,P,P,P,A,P,P,P,P,P,A
CS_19,P,P,A,A,P,P,P,P,A,A,P,P,P,P,P,P,P,A,A,A,A,P,A,P,P,P,P,A,P,A,P
CS_20,P,A,A,P,A,P,P,P,A,A,A,A,P,P,A,P,P,P,P,P,P,P,P,A,P,P,A,A,P,P,P
CS_21,A,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,A,P,P,P,A,P,A,P,P,A,P,P,A,P,P
CS_22,P,P,P,P,A,P,P,P,A,A,P,A,P,A,P,P,P,A,A,P,P,P,A,P,A,A,P,A,P,P,A
CS_23,P,P,A,A,A,A,P,P,P,P,P,A,P,A,A,P,A,P,P,P,P,P,A,P,P,A,A,P,P,P,P
CS_24,A,P,P,P,P,P,P,P,P,A,P,P,A,P,P,P,P,P,P,P,A,A,P,A,P,P,P,P,A,P,P
CS_25,P,A,P,P,P,P,A,P,P,P,P,P,A,P,P,A,P,P,P,P,A,A,P,A,P,P,A,A,P,P,P
CS_26,A,P,P,A,P,P,P,P,A,P,A,P,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P,A,P,P,P
CS_27,P,A,P,P,P,P,P,A,A,P,A,P,P,A,A,P,A,P,P,P,P,P,P,A,P,A,P,P,P,P,A
CS_28,P,P,P,P,P,A,P,P,P,P,P,P,A,P,A,P,P,P,A,P,P,P,A,A,P,P,P,A,A,P,P
CS_29,P,A,P,P,P,P,P,A,P,P,P,P,P,P,A,P,A,P,P,P,P,A,P,P,P,P,P,P,P,P,P
CS_30,P,P,P,A,P,A,P,P,P,P,P,A,P,A,P,P,A,A,P,A,P,A,A,P,A,P,A,P,P,P,P
CS_31,P,A,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,P,P,P,P,A
CS_32,A,P,A,P,P,P,P,A,A,P,P,A,P,P,P,A,P,P,A,A,A,P,A,A,A,P,P,A,A,P,A
CS_33,A,A,P,A,P,P,P,P,P,P,P,A,A,P,P,P,A,A,P,A,P,A,P,A,A,P,A,P,A,P,A
CS_34,P,P,A,P,P,A,P,P,A,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,A,P,P,P,P,P
CS_35,P,P,A,A,A,A,P,P,P,A,P,P,P,A,P,P,P,P,P,P,P,P,P,P,A,A,A,A,A,A,A
CS_36,P,A,A,P,P,A,P,P,P,A,P,P,A,P,P,A,P,P,P,P,A,A,P,P,P,A,P,P,A,P,P
CS_37,A,P,P,P,P,P,A,P,A,P,A,P,P,A,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P
CS_38,P,P,P,A,P,P,P,A,P,A,A,A,P,A,P,P,A,P,P,P,A,P,A,A,A,P,A,P,P,P,P
CS_39,P,A,P,P,P,P,P,P,P,A,P,A,P,P,P,P,A,P,A,A,P,A,P,A,A,P,P,P,A,P,A
CS_40,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,A,P,A,A,A,P,P,A,P,P,P,P,P
CS_41,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,A,P,A,A,A,P,A,P,P
CS_42,P,A,P,P,P,P,P,A,P,A,A,P,P,A,A,P,P,P,A,P,P,A,P,A,P,P,A,A,P,P,P
CS_43,P,A,P,P,P,P,A,P,A,P,P,P,P,P,P,P,P,A,P,A,P,P,P,P,A,P,P,P,P,P,A
